trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type
17休校日（平日）_06時57分_系統400107,06:57:00,06:57:00,129_01,1,三高正門前,0,1
17休校日（平日）_06時57分_系統400107,06:58:00,06:58:00,113_02,2,三高正門前,0,0
17休校日（平日）_06時57分_系統400107,07:00:00,07:00:00,112_02,3,三高正門前,0,0
17休校日（平日）_06時57分_系統400107,07:02:00,07:02:00,105_02,4,三高正門前,0,0
17休校日（平日）_06時57分_系統400107,07:04:00,07:05:00,104_02,5,三高正門前,0,0
17休校日（平日）_06時57分_系統400107,07:20:00,07:20:00,93_02,6,三高正門前,0,0
17休校日（平日）_06時57分_系統400107,07:26:00,07:26:00,88_02,7,三高正門前,0,0
17休校日（平日）_06時57分_系統400107,07:37:00,07:37:00,117_01,8,三高正門前,1,0
17休校日（平日）_07時15分_系統39108,07:15:00,07:15:00,5_02,1,三沢高校前,0,1
17休校日（平日）_07時15分_系統39108,07:16:00,07:16:00,4_02,2,三沢高校前,0,0
17休校日（平日）_07時15分_系統39108,07:17:00,07:17:00,3_02,3,三沢高校前,0,0
17休校日（平日）_07時15分_系統39108,07:18:00,07:18:00,2_02,4,三沢高校前,0,0
17休校日（平日）_07時15分_系統39108,07:19:00,07:19:00,1_02,5,三沢高校前,0,0
17休校日（平日）_07時15分_系統39108,07:22:00,07:22:00,87_01,6,三沢高校前,0,0
17休校日（平日）_07時15分_系統39108,07:23:00,07:23:00,88_01,7,三沢高校前,0,0
17休校日（平日）_07時15分_系統39108,07:24:00,07:24:00,89_01,8,三沢高校前,0,0
17休校日（平日）_07時15分_系統39108,07:25:00,07:25:00,90_01,9,三沢高校前,0,0
17休校日（平日）_07時15分_系統39108,07:27:00,07:27:00,91_01,10,三沢高校前,0,0
17休校日（平日）_07時15分_系統39108,07:28:00,07:28:00,92_01,11,三沢高校前,0,0
17休校日（平日）_07時15分_系統39108,07:29:00,07:29:00,93_01,12,三沢高校前,0,0
17休校日（平日）_07時15分_系統39108,07:31:00,07:31:00,94_01,13,三沢高校前,0,0
17休校日（平日）_07時15分_系統39108,07:42:00,07:42:00,121_01,14,三沢高校前,0,0
17休校日（平日）_07時15分_系統39108,07:48:00,07:48:00,116_01,15,三沢高校前,1,0
17休校日（平日）_07時57分_系統400103,07:57:00,07:57:00,111_02,1,工業高校,0,1
17休校日（平日）_07時57分_系統400103,07:57:00,07:57:00,129_01,2,工業高校,0,0
17休校日（平日）_07時57分_系統400103,07:58:00,07:58:00,113_02,3,工業高校,0,0
17休校日（平日）_07時57分_系統400103,08:00:00,08:00:00,112_02,4,工業高校,0,0
17休校日（平日）_07時57分_系統400103,08:02:00,08:02:00,105_02,5,工業高校,0,0
17休校日（平日）_07時57分_系統400103,08:04:00,08:05:00,104_02,6,工業高校,0,0
17休校日（平日）_07時57分_系統400103,08:26:00,08:26:00,88_02,7,工業高校,1,0
17休校日（平日）_08時00分_系統39105,08:00:00,08:00:00,5_02,1,六戸高校前,0,1
17休校日（平日）_08時00分_系統39105,08:01:00,08:01:00,4_02,2,六戸高校前,0,0
17休校日（平日）_08時00分_系統39105,08:02:00,08:02:00,3_02,3,六戸高校前,0,0
17休校日（平日）_08時00分_系統39105,08:03:00,08:03:00,2_02,4,六戸高校前,0,0
17休校日（平日）_08時00分_系統39105,08:04:00,08:04:00,1_02,5,六戸高校前,0,0
17休校日（平日）_08時00分_系統39105,08:07:00,08:07:00,87_01,6,六戸高校前,0,0
17休校日（平日）_08時00分_系統39105,08:08:00,08:08:00,88_01,7,六戸高校前,0,0
17休校日（平日）_08時00分_系統39105,08:09:00,08:09:00,89_01,8,六戸高校前,0,0
17休校日（平日）_08時00分_系統39105,08:10:00,08:10:00,90_01,9,六戸高校前,0,0
17休校日（平日）_08時00分_系統39105,08:12:00,08:12:00,91_01,10,六戸高校前,0,0
17休校日（平日）_08時00分_系統39105,08:13:00,08:13:00,92_01,11,六戸高校前,0,0
17休校日（平日）_08時00分_系統39105,08:14:00,08:14:00,93_01,12,六戸高校前,0,0
17休校日（平日）_08時00分_系統39105,08:16:00,08:16:00,94_01,13,六戸高校前,0,0
17休校日（平日）_08時00分_系統39105,08:17:00,08:17:00,95_01,14,六戸高校前,0,0
17休校日（平日）_08時00分_系統39105,08:18:00,08:18:00,96_01,15,六戸高校前,0,0
17休校日（平日）_08時00分_系統39105,08:20:00,08:20:00,97_01,16,六戸高校前,0,0
17休校日（平日）_08時00分_系統39105,08:20:00,08:20:00,98_01,17,六戸高校前,0,0
17休校日（平日）_08時00分_系統39105,08:21:00,08:21:00,99_02,18,六戸高校前,0,0
17休校日（平日）_08時00分_系統39105,08:26:00,08:26:00,122_01,19,六戸高校前,1,0
17休校日（平日）_08時02分_系統400104,08:02:00,08:02:00,111_02,1,三農校前（校舎前）,0,1
17休校日（平日）_08時02分_系統400104,08:02:00,08:02:00,129_01,2,三農校前（校舎前）,0,0
17休校日（平日）_08時02分_系統400104,08:03:00,08:03:00,113_02,3,三農校前（校舎前）,0,0
17休校日（平日）_08時02分_系統400104,08:05:00,08:05:00,112_02,4,三農校前（校舎前）,0,0
17休校日（平日）_08時02分_系統400104,08:07:00,08:07:00,105_02,5,三農校前（校舎前）,0,0
17休校日（平日）_08時02分_系統400104,08:09:00,08:10:00,104_02,6,三農校前（校舎前）,0,0
17休校日（平日）_08時02分_系統400104,08:26:00,08:26:00,130_01,7,三農校前（校舎前）,1,0
17休校日（平日）_15時45分_系統39102,15:45:00,15:45:00,117_01,1,市役所・公会堂前,0,1
17休校日（平日）_15時45分_系統39102,15:46:00,15:46:00,118_01,2,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,15:47:00,15:47:00,119_01,3,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,15:47:00,15:47:00,120_01,4,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,15:48:00,15:48:00,7_02,5,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,15:49:00,15:49:00,6_02,6,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,15:50:00,15:50:00,5_02,7,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,15:51:00,15:51:00,4_02,8,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,15:52:00,15:52:00,3_02,9,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,15:53:00,15:53:00,2_02,10,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,15:54:00,15:54:00,1_02,11,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,15:57:00,15:57:00,87_01,12,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,15:58:00,15:58:00,88_01,13,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,15:59:00,15:59:00,89_01,14,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,16:00:00,16:00:00,90_01,15,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,16:02:00,16:02:00,91_01,16,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,16:03:00,16:03:00,92_01,17,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,16:04:00,16:04:00,93_01,18,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,16:06:00,16:06:00,94_01,19,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,16:07:00,16:07:00,95_01,20,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,16:08:00,16:08:00,96_01,21,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,16:10:00,16:10:00,97_01,22,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,16:10:00,16:10:00,98_01,23,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,16:11:00,16:11:00,99_01,24,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,16:13:00,16:13:00,100_01,25,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,16:15:00,16:15:00,101_01,26,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,16:17:00,16:17:00,102_01,27,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,16:18:00,16:18:00,103_01,28,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,16:19:00,16:20:00,104_01,29,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,16:22:00,16:22:00,105_01,30,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,16:24:00,16:24:00,112_01,31,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,16:26:00,16:26:00,113_01,32,市役所・公会堂前,0,0
17休校日（平日）_15時45分_系統39102,16:27:00,16:27:00,111_01,33,市役所・公会堂前,1,0
17休校日（平日）_16時04分_系統39103,16:04:00,16:04:00,93_01,1,市役所・公会堂前,0,1
17休校日（平日）_16時04分_系統39103,16:19:00,16:20:00,104_01,2,市役所・公会堂前,0,0
17休校日（平日）_16時04分_系統39103,16:22:00,16:22:00,105_01,3,市役所・公会堂前,0,0
17休校日（平日）_16時04分_系統39103,16:24:00,16:24:00,112_01,4,市役所・公会堂前,0,0
17休校日（平日）_16時04分_系統39103,16:26:00,16:26:00,113_01,5,市役所・公会堂前,0,0
17休校日（平日）_16時04分_系統39103,16:27:00,16:27:00,111_01,6,市役所・公会堂前,1,0
17休校日（平日）_16時43分_系統400102,16:43:00,16:43:00,116_01,1,十和田市中央,0,1
17休校日（平日）_16時43分_系統400102,16:47:00,16:47:00,111_02,2,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,16:47:00,16:47:00,129_01,3,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,16:48:00,16:48:00,113_02,4,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,16:50:00,16:50:00,112_02,5,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,16:52:00,16:52:00,105_02,6,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,16:54:00,16:55:00,104_02,7,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,16:56:00,16:56:00,103_02,8,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,16:57:00,16:57:00,102_02,9,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,16:59:00,16:59:00,101_02,10,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,17:01:00,17:01:00,100_02,11,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,17:03:00,17:03:00,99_03,12,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,17:03:00,17:03:00,98_02,13,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,17:04:00,17:04:00,97_02,14,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,17:06:00,17:06:00,96_02,15,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,17:07:00,17:07:00,95_02,16,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,17:08:00,17:08:00,94_02,17,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,17:10:00,17:10:00,93_02,18,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,17:11:00,17:11:00,92_02,19,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,17:12:00,17:12:00,91_02,20,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,17:14:00,17:14:00,90_02,21,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,17:15:00,17:15:00,89_02,22,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,17:16:00,17:16:00,88_02,23,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,17:17:00,17:17:00,87_02,24,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,17:20:00,17:20:00,1_01,25,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,17:21:00,17:21:00,2_01,26,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,17:22:00,17:22:00,3_01,27,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,17:23:00,17:23:00,4_01,28,十和田市中央,0,0
17休校日（平日）_16時43分_系統400102,17:24:00,17:24:00,5_01,29,十和田市中央,1,0
17休校日（平日）_17時20分_系統39102,17:20:00,17:20:00,117_01,1,市役所・公会堂前,0,1
17休校日（平日）_17時20分_系統39102,17:21:00,17:21:00,118_01,2,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:22:00,17:22:00,119_01,3,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:22:00,17:22:00,120_01,4,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:23:00,17:23:00,7_02,5,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:24:00,17:24:00,6_02,6,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:25:00,17:25:00,5_02,7,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:26:00,17:26:00,4_02,8,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:27:00,17:27:00,3_02,9,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:28:00,17:28:00,2_02,10,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:29:00,17:29:00,1_02,11,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:32:00,17:32:00,87_01,12,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:33:00,17:33:00,88_01,13,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:34:00,17:34:00,89_01,14,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:35:00,17:35:00,90_01,15,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:37:00,17:37:00,91_01,16,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:38:00,17:38:00,92_01,17,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:39:00,17:39:00,93_01,18,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:41:00,17:41:00,94_01,19,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:42:00,17:42:00,95_01,20,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:43:00,17:43:00,96_01,21,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:45:00,17:45:00,97_01,22,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:45:00,17:45:00,98_01,23,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:46:00,17:46:00,99_01,24,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:48:00,17:48:00,100_01,25,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:50:00,17:50:00,101_01,26,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:52:00,17:52:00,102_01,27,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:53:00,17:53:00,103_01,28,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:54:00,17:55:00,104_01,29,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:57:00,17:57:00,105_01,30,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,17:59:00,17:59:00,112_01,31,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,18:01:00,18:01:00,113_01,32,市役所・公会堂前,0,0
17休校日（平日）_17時20分_系統39102,18:02:00,18:02:00,111_01,33,市役所・公会堂前,1,0
17休校日（平日）_18時45分_系統39102,18:45:00,18:45:00,117_01,1,市役所・公会堂前,0,1
17休校日（平日）_18時45分_系統39102,18:46:00,18:46:00,118_01,2,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,18:47:00,18:47:00,119_01,3,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,18:47:00,18:47:00,120_01,4,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,18:48:00,18:48:00,7_02,5,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,18:49:00,18:49:00,6_02,6,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,18:50:00,18:50:00,5_02,7,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,18:51:00,18:51:00,4_02,8,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,18:52:00,18:52:00,3_02,9,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,18:53:00,18:53:00,2_02,10,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,18:54:00,18:54:00,1_02,11,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,18:57:00,18:57:00,87_01,12,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,18:58:00,18:58:00,88_01,13,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,18:59:00,18:59:00,89_01,14,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,19:00:00,19:00:00,90_01,15,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,19:02:00,19:02:00,91_01,16,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,19:03:00,19:03:00,92_01,17,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,19:04:00,19:04:00,93_01,18,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,19:06:00,19:06:00,94_01,19,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,19:07:00,19:07:00,95_01,20,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,19:08:00,19:08:00,96_01,21,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,19:10:00,19:10:00,97_01,22,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,19:10:00,19:10:00,98_01,23,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,19:11:00,19:11:00,99_01,24,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,19:13:00,19:13:00,100_01,25,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,19:15:00,19:15:00,101_01,26,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,19:17:00,19:17:00,102_01,27,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,19:18:00,19:18:00,103_01,28,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,19:19:00,19:20:00,104_01,29,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,19:22:00,19:22:00,105_01,30,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,19:24:00,19:24:00,112_01,31,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,19:26:00,19:26:00,113_01,32,市役所・公会堂前,0,0
17休校日（平日）_18時45分_系統39102,19:27:00,19:27:00,111_01,33,市役所・公会堂前,1,0
17休校日（平日）_19時38分_系統400102,19:38:00,19:38:00,116_01,1,十和田市中央,0,1
17休校日（平日）_19時38分_系統400102,19:42:00,19:42:00,111_02,2,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,19:42:00,19:42:00,129_01,3,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,19:43:00,19:43:00,113_02,4,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,19:45:00,19:45:00,112_02,5,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,19:47:00,19:47:00,105_02,6,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,19:49:00,19:50:00,104_02,7,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,19:51:00,19:51:00,103_02,8,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,19:52:00,19:52:00,102_02,9,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,19:54:00,19:54:00,101_02,10,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,19:56:00,19:56:00,100_02,11,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,19:58:00,19:58:00,99_03,12,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,19:58:00,19:58:00,98_02,13,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,19:59:00,19:59:00,97_02,14,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,20:01:00,20:01:00,96_02,15,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,20:02:00,20:02:00,95_02,16,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,20:03:00,20:03:00,94_02,17,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,20:05:00,20:05:00,93_02,18,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,20:06:00,20:06:00,92_02,19,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,20:07:00,20:07:00,91_02,20,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,20:09:00,20:09:00,90_02,21,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,20:10:00,20:10:00,89_02,22,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,20:11:00,20:11:00,88_02,23,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,20:12:00,20:12:00,87_02,24,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,20:15:00,20:15:00,1_01,25,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,20:16:00,20:16:00,2_01,26,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,20:17:00,20:17:00,3_01,27,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,20:18:00,20:18:00,4_01,28,十和田市中央,0,0
17休校日（平日）_19時38分_系統400102,20:19:00,20:19:00,5_01,29,十和田市中央,1,0
1全日_06時05分_系統39106,06:05:00,06:05:00,5_02,1,市役所・公会堂前,0,1
1全日_06時05分_系統39106,06:06:00,06:06:00,4_02,2,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:07:00,06:07:00,3_02,3,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:08:00,06:08:00,2_02,4,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:09:00,06:09:00,1_02,5,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:12:00,06:12:00,87_01,6,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:13:00,06:13:00,88_01,7,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:14:00,06:14:00,89_01,8,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:15:00,06:15:00,90_01,9,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:17:00,06:17:00,91_01,10,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:18:00,06:18:00,92_01,11,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:19:00,06:19:00,93_01,12,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:21:00,06:21:00,94_01,13,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:22:00,06:22:00,95_01,14,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:23:00,06:23:00,96_01,15,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:25:00,06:25:00,97_01,16,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:25:00,06:25:00,98_01,17,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:26:00,06:26:00,99_01,18,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:28:00,06:28:00,100_01,19,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:30:00,06:30:00,101_01,20,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:32:00,06:32:00,102_01,21,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:33:00,06:33:00,103_01,22,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:34:00,06:35:00,104_01,23,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:37:00,06:37:00,105_01,24,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:39:00,06:39:00,106_01,25,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:40:00,06:40:00,107_01,26,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:41:00,06:41:00,108_01,27,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:42:00,06:42:00,109_01,28,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:43:00,06:43:00,110_01,29,市役所・公会堂前,0,0
1全日_06時05分_系統39106,06:44:00,06:44:00,111_01,30,市役所・公会堂前,1,0
1全日_07時00分_系統39107,07:00:00,07:00:00,5_02,1,三沢高校前,0,1
1全日_07時00分_系統39107,07:01:00,07:01:00,4_02,2,三沢高校前,0,0
1全日_07時00分_系統39107,07:02:00,07:02:00,3_02,3,三沢高校前,0,0
1全日_07時00分_系統39107,07:03:00,07:03:00,2_02,4,三沢高校前,0,0
1全日_07時00分_系統39107,07:04:00,07:04:00,1_02,5,三沢高校前,0,0
1全日_07時00分_系統39107,07:07:00,07:07:00,87_01,6,三沢高校前,0,0
1全日_07時00分_系統39107,07:08:00,07:08:00,88_01,7,三沢高校前,0,0
1全日_07時00分_系統39107,07:09:00,07:09:00,89_01,8,三沢高校前,0,0
1全日_07時00分_系統39107,07:10:00,07:10:00,90_01,9,三沢高校前,0,0
1全日_07時00分_系統39107,07:12:00,07:12:00,91_01,10,三沢高校前,0,0
1全日_07時00分_系統39107,07:13:00,07:13:00,92_01,11,三沢高校前,0,0
1全日_07時00分_系統39107,07:14:00,07:14:00,93_01,12,三沢高校前,0,0
1全日_07時00分_系統39107,07:16:00,07:16:00,94_01,13,三沢高校前,0,0
1全日_07時00分_系統39107,07:17:00,07:17:00,95_01,14,三沢高校前,0,0
1全日_07時00分_系統39107,07:18:00,07:18:00,96_01,15,三沢高校前,0,0
1全日_07時00分_系統39107,07:20:00,07:20:00,97_01,16,三沢高校前,0,0
1全日_07時00分_系統39107,07:20:00,07:20:00,98_01,17,三沢高校前,0,0
1全日_07時00分_系統39107,07:21:00,07:21:00,99_01,18,三沢高校前,0,0
1全日_07時00分_系統39107,07:23:00,07:23:00,100_01,19,三沢高校前,0,0
1全日_07時00分_系統39107,07:25:00,07:25:00,101_01,20,三沢高校前,0,0
1全日_07時00分_系統39107,07:27:00,07:27:00,102_01,21,三沢高校前,0,0
1全日_07時00分_系統39107,07:28:00,07:28:00,103_01,22,三沢高校前,0,0
1全日_07時00分_系統39107,07:29:00,07:30:00,104_01,23,三沢高校前,0,0
1全日_07時00分_系統39107,07:32:00,07:32:00,105_01,24,三沢高校前,0,0
1全日_07時00分_系統39107,07:34:00,07:34:00,112_01,25,三沢高校前,0,0
1全日_07時00分_系統39107,07:36:00,07:36:00,113_01,26,三沢高校前,0,0
1全日_07時00分_系統39107,07:37:00,07:37:00,111_01,27,三沢高校前,0,0
1全日_07時00分_系統39107,07:38:00,07:38:00,114_01,28,三沢高校前,0,0
1全日_07時00分_系統39107,07:39:00,07:39:00,115_01,29,三沢高校前,0,0
1全日_07時00分_系統39107,07:39:00,07:39:00,116_01,30,三沢高校前,1,0
1全日_07時02分_系統400108,07:02:00,07:02:00,129_01,1,三高正門前,0,1
1全日_07時02分_系統400108,07:03:00,07:03:00,113_02,2,三高正門前,0,0
1全日_07時02分_系統400108,07:05:00,07:05:00,112_02,3,三高正門前,0,0
1全日_07時02分_系統400108,07:07:00,07:07:00,105_02,4,三高正門前,0,0
1全日_07時02分_系統400108,07:09:00,07:10:00,104_02,5,三高正門前,0,0
1全日_07時02分_系統400108,07:11:00,07:11:00,103_02,6,三高正門前,0,0
1全日_07時02分_系統400108,07:12:00,07:12:00,102_02,7,三高正門前,0,0
1全日_07時02分_系統400108,07:14:00,07:14:00,101_02,8,三高正門前,0,0
1全日_07時02分_系統400108,07:16:00,07:16:00,100_02,9,三高正門前,0,0
1全日_07時02分_系統400108,07:18:00,07:18:00,99_03,10,三高正門前,0,0
